2025-06-16 00:00:00;20.9;25.6;42.9;15.8;43.6;44.9;25.8;41.9
2025-06-16 01:00:00;39.0;26.7;35.8;55.9;34.2;43.3;16.6;18.5
2025-06-16 02:00:00;18.7;50.0;30.8;25.2;48.6;22.6;26.1;34.4
2025-06-16 03:00:00;29.9;41.3;30.2;32.7;53.8;54.8;52.2;53.9
2025-06-16 04:00:00;40.6;44.1;40.1;50.4;39.8;20.0;51.4;49.2
2025-06-16 05:00:00;51.9;23.6;27.2;28.3;37.9;21.0;32.3;23.2
2025-06-16 06:00:00;26.9;46.8;53.5;16.0;40.5;16.6;18.8;46.7
2025-06-16 07:00:00;48.1;51.6;36.3;53.7;22.5;26.2;21.1;50.9
2025-06-16 08:00:00;25.3;22.0;43.0;18.5;17.0;19.8;15.0;46.4
2025-06-16 09:00:00;40.3;24.4;25.5;51.5;37.6;46.4;35.4;25.7
2025-06-16 10:00:00;58.7;40.5;20.9;33.3;29.8;24.6;57.0;54.6
2025-06-16 11:00:00;24.0;30.8;49.3;24.4;41.6;46.5;44.4;46.8
2025-06-16 12:00:00;46.8;58.4;30.6;54.5;16.0;28.0;17.2;44.3
2025-06-16 13:00:00;19.5;53.1;44.1;16.3;47.2;53.8;44.8;16.4
2025-06-16 14:00:00;53.6;48.0;32.0;29.8;36.6;54.0;26.3;19.5
2025-06-16 15:00:00;53.9;16.2;56.0;28.8;37.9;21.0;55.6;48.7
2025-06-16 16:00:00;56.6;45.7;23.3;28.9;36.9;42.3;56.7;32.3
2025-06-16 17:00:00;46.6;58.2;21.9;53.8;33.9;48.0;28.2;30.0
2025-06-16 18:00:00;16.2;58.7;51.6;19.2;60.0;42.2;53.4;18.0
2025-06-16 19:00:00;32.5;45.1;19.8;37.0;34.9;24.7;28.5;58.5
2025-06-16 20:00:00;28.0;24.6;39.1;45.2;47.6;48.9;16.7;32.7
2025-06-16 21:00:00;49.8;55.7;42.1;17.4;32.8;18.3;48.7;17.9
2025-06-16 22:00:00;23.4;33.8;35.8;33.3;35.9;47.1;31.6;39.6
2025-06-16 23:00:00;28.7;30.9;42.6;37.1;47.5;40.2;51.2;35.0
2025-06-17 00:00:00;37.1;45.1;25.0;32.4;43.1;16.3;34.7;41.9
2025-06-17 01:00:00;58.5;54.5;27.6;37.8;17.5;25.8;49.9;20.5
2025-06-17 02:00:00;26.6;57.5;52.1;50.2;53.9;48.7;20.4;38.2
2025-06-17 03:00:00;35.0;29.0;52.5;35.9;17.7;27.4;25.3;54.9
2025-06-17 04:00:00;44.1;40.2;37.8;44.3;49.0;39.9;57.2;59.0
2025-06-17 05:00:00;59.8;45.1;57.0;33.2;53.7;55.9;55.7;52.4
2025-06-17 06:00:00;33.3;22.2;30.0;49.5;25.5;36.5;40.4;42.2
2025-06-17 07:00:00;57.1;44.8;50.4;41.2;52.5;26.9;24.4;56.7
2025-06-17 08:00:00;46.2;45.2;36.0;32.0;40.0;20.4;35.5;35.5
2025-06-17 09:00:00;39.2;43.6;58.1;44.3;54.8;40.0;43.2;18.1
2025-06-17 10:00:00;21.0;41.1;32.8;50.9;39.4;54.7;58.8;21.6
2025-06-17 11:00:00;32.8;44.9;28.7;27.0;51.6;59.1;49.8;38.6
2025-06-17 12:00:00;34.9;39.3;35.8;37.6;24.2;55.7;49.0;45.6
2025-06-17 13:00:00;57.7;27.8;18.7;52.2;59.9;41.0;17.6;50.1
2025-06-17 14:00:00;18.3;39.3;27.5;56.2;35.3;55.4;28.5;32.4
2025-06-17 15:00:00;57.6;24.1;41.0;32.5;49.8;20.8;34.7;46.5
2025-06-17 16:00:00;33.3;17.6;46.7;37.6;15.5;42.6;56.4;20.0
2025-06-17 17:00:00;41.6;47.8;18.2;16.0;35.9;50.6;22.2;52.6
2025-06-17 18:00:00;44.5;29.9;38.2;58.5;24.7;37.5;43.1;21.2
2025-06-17 19:00:00;17.0;15.6;29.6;18.3;51.2;59.9;17.8;34.5
2025-06-17 20:00:00;16.2;21.0;29.5;32.7;57.3;32.8;37.3;26.1
2025-06-17 21:00:00;15.0;55.5;18.7;58.4;20.9;42.2;60.0;21.2
2025-06-17 22:00:00;34.1;50.1;16.4;46.0;18.6;25.6;22.2;55.8
2025-06-17 23:00:00;23.1;16.8;41.4;30.6;33.3;20.4;48.7;42.1
2025-06-18 00:00:00;31.4;22.7;41.7;50.0;29.1;16.2;24.6;45.7
2025-06-18 01:00:00;59.5;15.6;28.8;17.8;29.2;33.3;56.4;18.6
2025-06-18 02:00:00;50.0;32.8;51.5;38.1;16.8;57.6;18.7;41.9
2025-06-18 03:00:00;54.5;18.6;39.9;52.1;59.4;47.6;27.5;46.5
2025-06-18 04:00:00;46.8;46.5;53.4;18.9;19.9;43.8;57.9;36.0
2025-06-18 05:00:00;58.2;57.2;55.6;55.9;55.4;51.9;46.3;16.1
2025-06-18 06:00:00;21.0;21.0;16.1;20.3;56.4;44.9;29.0;50.7
2025-06-18 07:00:00;37.0;21.4;54.8;30.2;46.4;28.1;37.5;51.7
2025-06-18 08:00:00;22.1;59.0;18.2;39.0;56.2;57.6;25.4;21.5
2025-06-18 09:00:00;47.6;16.9;36.8;50.8;40.2;23.5;36.9;56.5
2025-06-18 10:00:00;42.8;47.5;30.1;23.5;26.5;39.0;27.6;39.4
2025-06-18 11:00:00;46.9;48.0;22.4;48.8;45.3;15.5;17.6;44.1
2025-06-18 12:00:00;32.3;21.6;17.0;22.2;58.1;47.7;38.7;57.4
2025-06-18 13:00:00;42.9;47.7;27.7;41.5;21.5;33.2;16.5;24.7
2025-06-18 14:00:00;18.4;32.5;52.9;32.0;52.4;44.5;37.9;25.7
2025-06-18 15:00:00;56.5;17.4;46.0;43.0;34.8;25.8;34.4;54.3
2025-06-18 16:00:00;52.7;57.4;28.9;32.4;15.8;57.4;29.8;33.2
2025-06-18 17:00:00;55.9;38.7;40.5;22.9;37.4;56.3;40.1;26.5
2025-06-18 18:00:00;16.4;30.1;40.8;16.9;42.4;38.6;50.3;16.3
2025-06-18 19:00:00;50.1;38.4;31.7;58.4;22.2;39.4;29.4;38.7
2025-06-18 20:00:00;39.9;19.0;44.8;43.6;49.6;19.1;28.4;44.3
2025-06-18 21:00:00;21.2;45.5;17.7;30.1;53.1;49.8;44.0;54.2
2025-06-18 22:00:00;46.9;38.4;59.1;46.3;42.1;33.4;55.6;28.3
2025-06-18 23:00:00;15.4;23.9;19.9;29.4;52.2;44.3;22.6;50.5
2025-06-19 00:00:00;37.7;38.1;31.3;53.9;29.3;19.2;28.6;47.2
2025-06-19 01:00:00;44.6;23.5;20.0;44.7;45.4;31.5;52.9;59.0
2025-06-19 02:00:00;24.3;41.0;15.2;47.1;33.6;23.7;48.8;51.5
2025-06-19 03:00:00;20.0;16.8;30.0;43.2;50.7;39.6;41.1;51.0
2025-06-19 04:00:00;38.8;42.5;38.2;54.6;25.6;26.9;20.8;51.9
2025-06-19 05:00:00;33.5;30.7;59.2;56.7;58.7;21.4;55.1;29.8
2025-06-19 06:00:00;15.6;32.6;37.9;19.9;39.2;51.9;32.0;30.9
2025-06-19 07:00:00;30.2;56.5;17.2;35.0;26.9;55.2;19.3;33.5
2025-06-19 08:00:00;33.3;55.0;24.7;44.0;21.0;57.9;41.7;43.2
2025-06-19 09:00:00;34.5;30.4;24.6;42.2;58.0;31.2;54.7;21.7
2025-06-19 10:00:00;57.1;30.8;32.1;35.8;47.3;47.4;36.6;38.5
2025-06-19 11:00:00;16.4;28.7;30.6;40.1;40.1;46.9;47.3;25.6
2025-06-19 12:00:00;49.7;15.9;47.2;19.6;47.8;38.7;34.7;46.1
2025-06-19 13:00:00;16.6;25.1;42.7;53.1;32.1;26.6;38.3;43.0
2025-06-19 14:00:00;33.9;54.5;38.6;16.6;25.0;35.3;46.4;24.9
2025-06-19 15:00:00;58.9;29.3;39.0;15.9;54.8;50.5;23.8;57.0
2025-06-19 16:00:00;29.2;46.1;51.9;48.3;56.3;53.9;59.8;23.2
2025-06-19 17:00:00;28.7;43.6;48.0;39.1;18.3;52.9;58.2;33.2
2025-06-19 18:00:00;25.1;15.9;25.7;46.5;56.0;19.2;39.9;46.3
2025-06-19 19:00:00;27.4;40.6;47.2;52.7;35.4;48.7;28.6;24.6
2025-06-19 20:00:00;23.4;31.1;16.6;27.7;44.4;44.2;18.3;27.9
2025-06-19 21:00:00;40.6;29.3;33.8;47.1;15.4;27.4;21.4;20.7
2025-06-19 22:00:00;58.2;31.9;38.7;48.0;17.1;25.8;52.4;53.8
2025-06-19 23:00:00;31.8;31.9;49.1;28.3;20.3;26.6;32.4;17.3
2025-06-20 00:00:00;36.5;48.3;38.1;18.2;34.8;46.9;17.6;17.7
