2025-06-16 00:00:00;31.9;57.8;47.9;41.9;22.0;22.0;17.6;54.0
2025-06-16 01:00:00;42.1;46.9;15.9;58.6;52.5;24.6;23.2;23.3
2025-06-16 02:00:00;28.7;38.6;34.4;28.1;42.5;21.3;28.1;31.5
2025-06-16 03:00:00;35.5;50.3;24.0;38.1;41.7;17.1;42.3;22.7
2025-06-16 04:00:00;17.9;57.7;58.5;51.4;28.7;19.4;45.8;34.8
2025-06-16 05:00:00;20.5;37.3;16.5;55.9;26.6;44.8;29.0;38.4
2025-06-16 06:00:00;39.6;23.3;58.6;49.9;57.3;55.3;41.9;56.5
2025-06-16 07:00:00;19.0;23.8;17.0;29.6;32.5;27.2;52.3;31.1
2025-06-16 08:00:00;27.6;39.4;21.3;51.1;18.4;59.4;49.8;23.9
2025-06-16 09:00:00;15.2;51.7;46.8;47.8;49.7;18.3;31.1;20.2
2025-06-16 10:00:00;53.8;43.0;29.9;17.9;29.0;29.6;47.8;43.7
2025-06-16 11:00:00;54.9;36.2;20.4;47.1;49.2;40.3;49.7;37.2
2025-06-16 12:00:00;38.5;34.2;16.1;19.9;16.4;43.6;29.1;37.9
2025-06-16 13:00:00;55.8;26.2;33.5;49.0;25.3;18.5;28.0;22.3
2025-06-16 14:00:00;56.8;51.4;43.5;54.2;51.2;23.4;55.2;39.3
2025-06-16 15:00:00;51.3;55.3;29.3;20.0;25.3;34.2;51.8;53.7
2025-06-16 16:00:00;15.3;38.0;33.8;25.0;20.4;30.2;57.4;29.5
2025-06-16 17:00:00;38.3;46.6;31.4;58.7;58.3;26.3;37.4;28.5
2025-06-16 18:00:00;27.8;16.7;42.4;37.6;17.3;27.5;55.9;25.8
2025-06-16 19:00:00;21.5;37.0;59.4;25.9;45.2;49.3;25.7;47.8
2025-06-16 20:00:00;31.6;43.5;43.5;39.1;19.1;52.6;29.4;23.4
2025-06-16 21:00:00;16.8;41.6;45.5;15.7;38.0;25.2;44.0;22.8
2025-06-16 22:00:00;46.1;32.4;57.2;21.2;30.3;20.1;56.6;54.5
2025-06-16 23:00:00;26.6;44.7;51.8;40.0;38.8;25.9;19.2;55.4
2025-06-17 00:00:00;55.5;43.5;30.3;30.7;47.7;55.4;54.9;50.1
2025-06-17 01:00:00;43.9;18.8;22.3;55.4;42.3;15.4;19.6;44.9
2025-06-17 02:00:00;15.2;22.2;39.7;46.1;44.3;25.1;47.0;25.7
2025-06-17 03:00:00;29.6;48.6;44.2;53.2;44.6;40.6;19.2;31.5
2025-06-17 04:00:00;26.9;26.0;58.8;32.7;55.1;43.4;50.8;37.6
2025-06-17 05:00:00;41.0;37.2;23.8;47.5;27.6;16.1;44.0;23.0
2025-06-17 06:00:00;57.3;57.9;56.2;31.7;15.7;56.8;34.3;58.5
2025-06-17 07:00:00;58.4;53.4;28.3;32.3;53.3;29.3;22.6;40.1
2025-06-17 08:00:00;57.1;46.3;40.7;19.4;42.7;59.6;21.3;38.3
2025-06-17 09:00:00;54.5;48.3;46.4;46.6;31.2;28.2;51.4;51.5
2025-06-17 10:00:00;54.0;56.1;38.0;37.6;50.9;44.2;46.6;50.8
2025-06-17 11:00:00;55.1;30.2;31.9;19.2;41.0;16.6;36.0;39.4
2025-06-17 12:00:00;27.9;41.6;16.4;16.7;52.0;31.2;20.7;38.5
2025-06-17 13:00:00;49.6;24.7;43.0;18.8;17.3;38.9;39.3;43.7
2025-06-17 14:00:00;47.7;58.9;38.2;29.5;50.8;27.2;34.8;18.5
2025-06-17 15:00:00;16.1;58.3;52.6;46.3;33.4;22.8;22.0;26.3
2025-06-17 16:00:00;39.7;47.2;44.7;27.6;58.0;48.2;39.9;42.5
2025-06-17 17:00:00;33.9;26.1;31.0;49.1;15.6;20.2;17.1;16.8
2025-06-17 18:00:00;53.5;46.7;36.3;19.4;37.1;36.3;22.8;34.5
2025-06-17 19:00:00;32.9;42.7;43.6;17.0;31.9;43.2;37.6;53.5
2025-06-17 20:00:00;44.6;22.3;18.2;43.9;16.2;41.4;57.3;40.9
2025-06-17 21:00:00;32.5;43.9;35.6;39.6;57.4;32.4;58.3;55.7
2025-06-17 22:00:00;23.8;18.1;19.5;15.8;19.2;45.7;18.2;29.4
2025-06-17 23:00:00;53.0;16.0;51.7;27.7;20.3;46.4;43.3;54.5
2025-06-18 00:00:00;48.1;51.2;27.7;23.0;48.8;51.3;59.6;33.6
2025-06-18 01:00:00;31.7;49.9;30.3;56.9;53.6;34.3;48.8;49.0
2025-06-18 02:00:00;19.6;55.6;37.7;52.2;29.4;55.3;32.5;15.5
2025-06-18 03:00:00;55.7;19.1;29.4;57.8;57.8;40.8;43.4;35.2
2025-06-18 04:00:00;28.2;29.8;45.3;48.9;50.6;50.5;19.1;37.2
2025-06-18 05:00:00;17.6;39.7;34.9;54.9;30.8;20.3;21.4;49.3
2025-06-18 06:00:00;42.8;19.6;18.8;46.5;18.3;52.0;46.8;18.7
2025-06-18 07:00:00;18.8;59.4;31.8;31.7;51.6;57.6;59.4;48.9
2025-06-18 08:00:00;31.9;18.8;50.0;40.1;34.1;55.8;20.0;37.2
2025-06-18 09:00:00;15.5;36.1;17.5;20.3;20.3;44.2;48.6;41.3
2025-06-18 10:00:00;58.3;31.9;27.9;54.1;25.1;58.3;15.5;58.6
2025-06-18 11:00:00;16.9;55.1;38.7;59.7;18.3;39.9;58.6;38.5
2025-06-18 12:00:00;43.3;46.3;35.5;43.2;41.3;55.6;17.0;27.6
2025-06-18 13:00:00;57.8;55.1;35.5;42.9;27.5;23.5;35.9;30.9
2025-06-18 14:00:00;41.3;18.5;58.8;59.4;46.4;39.1;28.9;51.6
2025-06-18 15:00:00;45.8;22.3;56.0;52.0;57.7;47.7;42.6;33.8
2025-06-18 16:00:00;57.0;54.0;17.0;16.2;31.9;51.5;59.4;21.8
2025-06-18 17:00:00;41.7;32.1;58.6;52.9;52.7;36.1;33.7;27.3
2025-06-18 18:00:00;17.5;53.9;51.6;60.0;59.8;40.0;49.6;57.5
2025-06-18 19:00:00;53.2;26.1;35.3;20.8;57.9;42.3;25.3;45.2
2025-06-18 20:00:00;42.8;31.1;20.1;45.2;38.4;49.8;38.4;53.3
2025-06-18 21:00:00;39.8;40.2;54.4;33.2;21.0;16.3;49.0;42.9
2025-06-18 22:00:00;46.7;24.6;21.1;15.7;30.8;41.5;32.7;34.7
2025-06-18 23:00:00;55.7;30.7;38.1;50.3;32.8;43.0;53.8;57.7
2025-06-19 00:00:00;21.6;56.7;37.1;26.6;35.7;59.1;37.2;29.8
2025-06-19 01:00:00;43.5;25.8;18.4;20.8;20.8;21.8;21.2;43.8
2025-06-19 02:00:00;23.2;30.6;55.4;36.3;45.0;22.8;23.7;16.8
2025-06-19 03:00:00;22.6;27.5;23.0;19.0;20.4;35.7;24.3;31.4
2025-06-19 04:00:00;37.7;46.1;16.8;51.0;43.3;18.7;54.3;56.4
2025-06-19 05:00:00;17.7;27.5;51.3;48.7;23.3;24.4;31.7;36.8
2025-06-19 06:00:00;42.8;31.6;35.8;48.6;16.7;26.4;47.1;55.3
2025-06-19 07:00:00;38.0;38.9;19.8;35.1;39.0;25.9;27.1;32.0
2025-06-19 08:00:00;15.9;29.5;24.5;29.7;20.4;55.1;41.7;45.6
2025-06-19 09:00:00;50.5;37.4;18.9;39.2;41.4;48.5;34.4;20.7
2025-06-19 10:00:00;27.8;31.3;44.1;40.7;31.0;59.4;42.3;25.7
2025-06-19 11:00:00;19.6;21.9;26.1;22.2;23.4;27.8;22.8;55.4
2025-06-19 12:00:00;18.6;38.6;33.5;59.2;20.0;32.9;58.6;53.9
2025-06-19 13:00:00;51.8;26.6;22.7;45.1;56.8;40.1;40.7;27.6
2025-06-19 14:00:00;49.6;23.4;29.6;34.1;37.8;25.9;20.2;42.5
2025-06-19 15:00:00;28.0;41.2;21.9;36.7;39.0;17.3;30.1;21.0
